year,path,file,category,md5sum,is_well_formed,num_vars,num_clauses,num_unary_clauses,num_binary_clauses,num_ternary_clauses,num_large_clauses,num_generators,percent_sym_vars,is_only_involution,is_inverting_perm,num_orbits
2013,2013/hard/SC13_submissions/kovasznai_frohlich_biere--smtbench/ndist.b/ndist.b.25489.cnf,ndist.b.25489.cnf,unknown,0746e63cbf074dfde08ea21ea0381e2b,1,331349,458788,1,305858,152929,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2009/application/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,velev-pipe-uns-1.0-8.cnf,velev,0767e5dbf6844720495e9eb5423112e1,1,35065,1332773,1,1290115,14508,28149,19,94,1,1,14149
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/sgen1-unsat-115-100.cnf.mis-87.debugged.cnf,sgen1-unsat-115-100.cnf.mis-87.debugged.cnf,unknown,07741a049fc6daf58216cb80e9b2dd2a,1,10209,20391,86,10415,9890,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/satelite/simon03:sat02bis:cnf-r4-b1-k1.2-comp.used-as.sat04-355.cnf,simon03:sat02bis:cnf-r4-b1-k1.2-comp.used-as.sat04-355.cnf,unknown,077bd7208dd85cda75c9c7e2b3beb459,1,2424,14812,0,12092,696,2024,0,0,1,0,0
2017,2017/all/NoLimits/mp1-ps_5000_21250_3_0_0.8_0_1.60_0.cnf,mp1-ps_5000_21250_3_0_0.8_0_1.60_0.cnf,unknown,077ef51d976f5915d932b639f518ec46,1,5000,21250,0,0,21250,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-ps_5000_21250_3_0_0.8_0_1.60_0.cnf,mp1-ps_5000_21250_3_0_0.8_0_1.60_0.cnf,unknown,077ef51d976f5915d932b639f518ec46,1,5000,21250,0,0,21250,0,0,0,1,0,0
2018,2018/all/Harder/ecarev-110-1031-23-40-7.cnf,ecarev-110-1031-23-40-7.cnf,unknown,07857626ad17133385194881226bc247,1,42271,248471,1031,0,206200,41240,0,0,1,0,0
2014,2014/hard/sc14-crafted/ccp-s8-facto4.cnf,ccp-s8-facto4.cnf,ccp,0794c449f563e6eee6c05e1d5915c86e,1,1504,35656,0,896,34720,40,38,98,1,0,6
2014,2014/hard/sc14-crafted/rook-61-1-1.cnf,rook-61-1-1.cnf,unknown,07a5e4df5f2b36a4af820a52c9e1bd9a,1,234298,911394,1,230698,680573,122,0,0,1,0,0
2018,2018/all/final/Johnson/sted5_0x24204-60.cnf,sted5_0x24204-60.cnf,unknown,07ac1627e8e3fc57336e81a86c06739c,1,2345,61866,11,2616,17012,40547,0,0,1,0,0
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-140-100.cnf,sgen1-sat-140-100.cnf,unknown,07b17839a612470dd109e37b3b09aec5,1,140,336,0,280,0,56,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-140-100.cnf,sgen1-sat-140-100.cnf,unknown,07b17839a612470dd109e37b3b09aec5,1,140,336,0,280,0,56,0,0,1,0,0
2013,2013/hard/satcomp07-main-track-selected/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,sgp_6-6-10.sat05-2670.reshuffled-07.cnf,sgp,080b0eee741469a320509f7827afc538,1,131400,1827900,120,1403970,419490,4320,200,11,1,0,2400
2016,2016/hard/crafted16/Elffers/rphp4_070_shuffled.cnf,rphp4_070_shuffled.cnf,rphp,08133ea772f508b04ed748881c83f4ee,1,560,8019,0,700,0,7319,73,100,0,0,3
2018,2018/all/Jingchao/a_rphp045_05.cnf,a_rphp045_05.cnf,a_rphp,083f6319ede9475f94fed0f94e02d13e,1,472,6643,0,785,0,5858,7,78,1,0,90
2014,2014/hard/sc14-crafted/sgen3-n200-s39840374-sat.cnf,sgen3-n200-s39840374-sat.cnf,unknown,085a3847e14185843eddf941accab006,1,200,480,0,400,0,80,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,sgen3-n200-s39840374-sat.cnf,unknown,085a3847e14185843eddf941accab006,1,200,480,0,400,0,80,0,0,1,0,0
2014,2014/app/sc14-app/MD5-30-4.cnf,MD5-30-4.cnf,unknown,086aae81c3c36cb0563b69d76ea6b04b,1,8905,68106,11,609,33458,34028,0,0,1,0,0
2014,2014/hard/sc14-crafted/crafted_n10_d6_c3_num5.cnf,crafted_n10_d6_c3_num5.cnf,crafted,0870a79d53ad0b5822ca4dbd4135beeb,1,32704,6478236,0,6477796,0,440,42,100,1,0,1036
2013,2013/hard/SC13_submissions/heule_szeider--cwd/rndcwd/rnd-v25-e246-k8.cnf,rnd-v25-e246-k8.cnf,unknown,0874ee463a2dd30ba471dd6cde371261,1,38650,893209,625,122605,761929,8050,0,0,1,0,0
2015,2015/all/50bits_14.dimacs.cnf,50bits_14.dimacs.cnf,unknown,088099cd5d5aa73286009f3ba342b9ae,1,834,19141,0,148,958,18035,0,0,1,0,0
2014,2014/app/sc14-app/006-23-96.cnf,006-23-96.cnf,unknown,08a8ee95fafa195641953d4a6307e8e8,1,4288,132608,384,33,4618,127573,63,2,1,0,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,unknown,08b4f1e095a7a4b98cb40c2c00e78d45,1,952,84809,0,84779,0,30,0,0,1,0,0
2013,2013/hard/SC13_submissions/mugrauer_balint--LABS/LABS_n074_goal006.cnf,LABS_n074_goal006.cnf,labs,08d105f1674ac42167c87936b9e563f9,1,213200,431446,138,223052,208256,0,6,1,1,0,6
2014,2014/hard/sc14-crafted/mrpp_8x8#24_12.cnf,mrpp_8x8#24_12.cnf,unknown,08d9903f426e4dc95365e8094ae668cc,1,10790,86870,580,36069,28006,22215,0,0,1,0,0
2015,2015/all/mrpp_8x8#24_16.cnf,mrpp_8x8#24_16.cnf,unknown,09046abdaacb3c50bc3ee787403ff610,1,14534,115034,580,49185,38190,27079,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,unknown,0906ad3a7678a4284d484fb4b8c72f61,1,792,67279,0,67249,0,30,0,0,1,0,0
2017,2017/all/NoLimits/g2-T96.1.1.cnf,g2-T96.1.1.cnf,t,09306a629e286bde1af58dc3c11e5468,1,8905808,32322587,0,11609000,18712332,641536,1161,5,1,1,187372
2016,2016/app/NoLimits/g2-T96.1.1.cnf,g2-T96.1.1.cnf,t,09306a629e286bde1af58dc3c11e5468,1,8905808,32322587,0,11609000,18712332,641536,1161,5,1,1,187372
2018,2018/all/final/Zhou/magicSquare-9_glb.cnf,magicSquare-9_glb.cnf,unknown,09cfb8cb93d37c5791f0bbefd451efbf,1,10226,85868,0,65362,3963,16543,0,0,1,0,0
2013,2013/hard/SC13_submissions/surynek--gridMRPP/8x8_10pc/SAT/mrpp_8x8#20_20.cnf,mrpp_8x8#20_20.cnf,unknown,09d2bbc8d08f3fefa9800688c28b91ce,1,18278,145067,580,62301,48374,33812,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g1.cnf,rbsat-v760c43649g1.cnf,unknown,09e521ede3d398d4595568c082f00e6d,1,760,43649,0,41427,0,40,0,0,1,0,0
2015,2015/all/mrpp_4x4#8_8.cnf,mrpp_4x4#8_8.cnf,unknown,09efd0bc91a076a552170d3202a2ffec,1,1744,11025,128,4928,3724,2245,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-100.cnf,prime2209-100.cnf,prime,0a0f62ed1a839af255618168f155f0dd,1,120900,356200,100,237400,118700,0,99,100,1,0,1209
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/others/QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,unknown,0a1b9434c65125233161905ac395e7f3,1,2901,18243,28,401,2324,15210,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/simon-s02b-r4b1k1.1.cnf,simon-s02b-r4b1k1.1.cnf,unknown,0a2db095de887d331163afda13648750,1,2424,14812,0,12092,696,2024,0,0,1,0,0
2013,2013/app/SC13_submissions/nossum--sha1/22-128/004.cnf,004.cnf,nosum-sha1,0a4128a2f8884f36b2ff69425ba05c37,1,4128,126548,416,32,4612,121488,63,2,1,0,1
2016,2016/hard/crafted16/Elffers/stone-width3chain-nmarkers-10_shuffled.cnf,stone-width3chain-nmarkers-10_shuffled.cnf,stone,0a6c0d08606a150157189162223aeaf8,1,1056,891968,0,128,0,891840,32,100,1,0,23
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,unknown,0a790b16b30661bee32dad474c146a58,1,280,1120,0,0,1120,0,-1,-1,-1,-1,-1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,new-difficult-24-193-22-70.cnf,unknown,0a7df8011edd7a5f3da371261f9b3f8b,1,528,30728,0,30706,0,22,0,0,1,0,0
2014,2014/app/sc14-app/006-22-144.cnf,006-22-144.cnf,unknown,0a84703db76cb1e6718723ba90d94c21,1,4128,126564,432,32,4612,121488,63,2,1,0,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-26_642.cnf,VanDerWaerden_pd_2-3-26_642.cnf,unknown,0a8ad10dcccbfa2b81f4b9eace395d0e,1,321,54973,0,107,51079,3787,0,0,1,0,0
2015,2015/all/manthey_single-ordered-initialized-w44-b7.cnf,manthey_single-ordered-initialized-w44-b7.cnf,unknown,0a914479212e7c6c3cf417e3fee1131f,1,8470,68909,21,13222,54648,1018,0,0,1,0,0
2014,2014/app/sc14-app/hitag2-8-60-0-0xfba1a41b5dfd7f7-52.cnf,hitag2-8-60-0-0xfba1a41b5dfd7f7-52.cnf,hitag,0ab64eaff80e0a5514ff8980890265d0,1,2331,31022,70,4463,624,25865,69,4,1,0,1
2013,2013/app/SC13_submissions/soos--grainofsalt/hitag2-exptime4800/hitag2-8-60-0-0xfba1a41b5dfd7f7-52.cnf,hitag2-8-60-0-0xfba1a41b5dfd7f7-52.cnf,hitag,0ab64eaff80e0a5514ff8980890265d0,1,2331,31022,70,4463,624,25865,69,4,1,0,1
2013,2013/app/SC13_submissions/soos--grainofsalt/bivium-exptime6400/bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,bivium,0ae3a2a95f1bc240aef89572f47d88ca,1,970,5432,241,418,445,4328,239,25,1,0,1
2016,2016/hard/crafted16/Heule/Schur_161_5_d37.cnf,Schur_161_5_d37.cnf,unknown,0afb56d6b6e3d5fbd2bcfe4c98e457fb,1,758,27778,0,2114,25506,158,0,0,1,0,0
2018,2018/all/Manthey/terminator_03_true-unreach-call_true-termination.i.cnf,terminator_03_true-unreach-call_true-termination.i.cnf,unknown,0b02abaee94ac88a3a444eea7945ffbc,1,136902,1257615,1034,598948,591902,65731,3,1,1,1,2
2014,2014/app/sc14-app/E02F22.cnf,E02F22.cnf,unknown,0b29cb9f2e17f3e05b66912497d8cb84,1,13574,1301188,33,36331,29573,1235209,0,0,1,0,0
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,E02F22.cnf,unknown,0b29cb9f2e17f3e05b66912497d8cb84,1,13574,1301188,33,36331,29573,1235209,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,E02F22.cnf,unknown,0b29cb9f2e17f3e05b66912497d8cb84,1,13574,1301188,33,36331,29573,1235209,0,0,1,0,0
2015,2015/all/E02F22.cnf,E02F22.cnf,unknown,0b29cb9f2e17f3e05b66912497d8cb84,1,13574,1301188,33,36331,29573,1235209,0,0,1,0,0
2014,2014/hard/sc14-crafted/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,grid,0b356767f83a803ddf362cecd03688e1,1,40200,79801,2,200,0,79599,20098,100,1,0,20098
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,grid,0b356767f83a803ddf362cecd03688e1,1,40200,79801,2,200,0,79599,20098,100,1,0,20098
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,grid,0b356767f83a803ddf362cecd03688e1,1,40200,79801,2,200,0,79599,20098,100,1,0,20098
2018,2018/all/Biere/sdiv20prop.cnf,sdiv20prop.cnf,unknown,0b37fad4b39ba08d2b5a296d8739d031,1,5554,16256,1,10836,5419,0,0,0,1,0,0
2017,2017/all/NoLimits/g2-ak128boothbg2msisc.cnf,g2-ak128boothbg2msisc.cnf,unknown,0b4e224197f720f9e61a8992269bddd3,1,377084,1227753,1,557564,670187,1,0,0,1,0,0
2016,2016/app/NoLimits/g2-ak128boothbg2msisc.cnf,g2-ak128boothbg2msisc.cnf,unknown,0b4e224197f720f9e61a8992269bddd3,1,377084,1227753,1,557564,670187,1,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2010/mixed/bioinf/rpoc_xits_08_UNSAT.cnf,rpoc_xits_08_UNSAT.cnf,rpoc,0b7170d33b896e8b879b19b65ac5c517,1,1278,74789,0,2159,72607,23,2,17,1,0,108
2012,2012/app/Application SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,sortnet-7-ipc5-h16-sat.cnf,unknown,0b84541f221adc9fca8e8b1fff4e3040,1,114548,399368,128,286512,107448,5280,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/velev/pipe_unsat_1.1/9pipe_q0_k.cnf,9pipe_q0_k.cnf,pipe,0b864733942a918acfad07230b51f51f,1,55996,1468197,1,1345972,94632,27592,18,24,1,1,6462
2012,2012/app/Application SAT+UNSAT/SAT Race 2010/cryptography/desgen/gss-16-s100.cnf,gss-16-s100.cnf,unknown,0b8996f2f5c4b978a2df4466203c2361,1,31248,93904,64,60522,33318,0,0,0,1,0,0
2014,2014/hard/sc14-crafted/rnd-v25-e13-k3.cnf,rnd-v25-e13-k3.cnf,unknown,0b9479241cca81bdd601704e422cac98,1,26575,442285,625,80965,352645,8050,0,0,1,0,0
2013,2013/hard/SC13_submissions/heule_szeider--cwd/rndcwd/rnd-v25-e13-k3.cnf,rnd-v25-e13-k3.cnf,unknown,0b9479241cca81bdd601704e422cac98,1,26575,442285,625,80965,352645,8050,0,0,1,0,0
2018,2018/all/final/Soos/apn-sbox6-cut3-helpbox30.cnf,apn-sbox6-cut3-helpbox30.cnf,unknown,0b9d52f9f7b6cc3961a4827b0fa21482,1,199968,810948,180,0,798336,12432,0,0,1,0,0
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,em_8_4_5_cmp.cnf,edgematching,0b9eae71c375cb5515f5dd7953424584,1,2420,22340,0,3164,12672,5208,12,100,0,0,521
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,em_8_4_5_cmp.cnf,edgematching,0b9eae71c375cb5515f5dd7953424584,1,2420,22340,0,3164,12672,5208,12,100,0,0,521
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/vange-col-abb313GPIA-9-c.cnf,vange-col-abb313GPIA-9-c.cnf,unknown,0baefedb2aaa81442743e253487854d8,1,6228,484871,15,4651,1,480204,125,77,1,0,1734
2017,2017/all/NoLimits/g2-hwmcc15deep-6s161-k17.cnf,g2-hwmcc15deep-6s161-k17.cnf,unknown,0bc64801a02ac8eda8bbec2a04636b0f,1,44195,128349,1,85572,42776,0,0,0,1,0,0
2016,2016/app/NoLimits/g2-hwmcc15deep-6s161-k17.cnf,g2-hwmcc15deep-6s161-k17.cnf,unknown,0bc64801a02ac8eda8bbec2a04636b0f,1,44195,128349,1,85572,42776,0,0,0,1,0,0
2018,2018/all/Manthey/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,pals,0bc93b8eb48837417cd407fd004ee776,1,53391,236905,1099,46822,163718,25266,13216,26,1,1,588
2018,2018/all/Chowdhury/gto_p50c291.cnf,gto_p50c291.cnf,gto,0bf13ec7642789ab4544af58d11e1139,1,607,3813,67,3425,8,306,66,12,1,0,1
2016,2016/hard/crafted16/Elffers/tseitingrid6x175_shuffled.cnf,tseitingrid6x175_shuffled.cnf,tseitingrid,0c1cd1f92ff36980fdc940ef156b3b7d,1,2100,8400,0,0,0,8400,1052,100,0,1,2
2017,2017/all/NoLimits/mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf,mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf,unknown,0c221e9dadf59b76e631d1de2cbbea94,1,5000,21250,0,0,21250,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf,mp1-ps_5000_21250_3_0_0.8_0_1.70_0.cnf,unknown,0c221e9dadf59b76e631d1de2cbbea94,1,5000,21250,0,0,21250,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2009 unselected/application/SAT09/APPLICATIONS/diagnosis/UR-15-5p1.cnf,UR-15-5p1.cnf,unknown,0c22caf86e3104e2cdfcf3aa2bdb2eed,1,163258,831896,8386,575620,153160,41600,0,0,1,0,0
2018,2018/all/final/CRIL/T116.2.0.cnf,T116.2.0.cnf,t,0c354937d514569e8a68068d867d2110,1,3112251,10745054,0,4657639,5624770,106732,325,1,1,0,3484
2014,2014/hard/sc14-crafted/bvadd_27966.cnf,bvadd_27966.cnf,unknown,0c4fb0d09b3d5ad098de62f4434181a6,1,1258461,2181329,1,1454220,727108,0,0,0,1,0,0
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,VanDerWaerden_pd_2-3-23_507.cnf,unknown,0c4fc551e2fe598a8074df6204d87f7d,1,254,34289,0,337,31448,2504,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,VanDerWaerden_pd_2-3-23_507.cnf,unknown,0c4fc551e2fe598a8074df6204d87f7d,1,254,34289,0,337,31448,2504,0,0,1,0,0
2014,2014/hard/sc14-crafted/mrpp_8x8#22_11.cnf,mrpp_8x8#22_11.cnf,unknown,0c55f887b4b8b5d13d51cbea8eb54d2e,1,9854,79956,580,32790,25460,21126,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/ibm/2002/01_rule/SAT_dat.k90.cnf,SAT_dat.k90.cnf,ibm,0c629d1a90303105368d69af8318d487,1,82143,421395,365,322378,52171,44324,101,1,1,0,3
2015,2015/all/manthey_single-ordered-initialized-w40-b8.cnf,manthey_single-ordered-initialized-w40-b8.cnf,unknown,0c6e8aad698cb7d7b0cf8dff5dfe15c3,1,8320,66820,24,12820,53120,856,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/ecgrid6x210_shuffled.cnf,ecgrid6x210_shuffled.cnf,ecgrid,0c9002616811e8ab8360610946fbeef3,1,2521,10082,0,2,10080,0,3,100,1,1,739
2014,2014/app/sc14-app/velev-vliw-uns-4.0-9.cnf,velev-vliw-uns-4.0-9.cnf,velev,0c9a15d0f561e9d1bb438b04ae3c31af,1,96177,1814189,1,1178665,560157,75366,2,1,1,1,406
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SAT_Race_2008/velev-vliw-uns-4.0-9.cnf,velev-vliw-uns-4.0-9.cnf,velev,0c9a15d0f561e9d1bb438b04ae3c31af,1,96177,1814189,1,1178665,560157,75366,2,1,1,1,406
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/velev-vliw-uns-4.0-9.cnf,velev-vliw-uns-4.0-9.cnf,velev,0c9a15d0f561e9d1bb438b04ae3c31af,1,96177,1814189,1,1178665,560157,75366,2,1,1,1,406
2013,2013/hard/satrace-unselected/er/urq55.cnf,urq55.cnf,urq,0cb2e2c7755a75aea015704bd78d7b12,1,121,1210,0,2,40,1168,72,100,1,1,121
2012,2012/hard/Hard Combinatorial SAT+UNSAT/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.70.opt.cnf,fsf-300-354-2-2-3-2.70.opt.cnf,unknown,0cb362f3a6716c67e92495a671abd224,1,3486,8496,0,0,5664,2832,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/tseitingrid4x185_shuffled.cnf,tseitingrid4x185_shuffled.cnf,tseitingrid,0cbd6ada5d456874572868781988443d,1,1480,5920,0,0,0,5920,743,100,0,1,2
2017,2017/all/NoLimits/mp1-22.1.cnf,mp1-22.1.cnf,mp1,0cecb5b726a5b292049b8bc90c9b8321,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2016,2016/app/NoLimits/mp1-22.1.cnf,mp1-22.1.cnf,mp1,0cecb5b726a5b292049b8bc90c9b8321,1,4128,126580,448,32,4612,121488,63,2,1,0,1
2018,2018/all/Scheel/cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf,cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf,cms-sheel,0cf7bc7f92669e6d7fa3e8ad397b3db3,1,29689,94135,7,41148,52952,28,3,95,1,0,14060
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-79.cnf,prime2209-79.cnf,prime,0d313ff94fc07cf577022a9f4c525e5f,1,95511,281398,79,187546,93773,0,78,100,1,0,1209
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2011/crafted/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,Q3inK10.cnf,ramseycube,0d32a4893e12fa46a8943c5daeb46b88,1,45,75600,0,0,0,75600,10,100,1,1,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,Q3inK10.cnf,ramseycube,0d32a4893e12fa46a8943c5daeb46b88,1,45,75600,0,0,0,75600,10,100,1,1,1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n8_i8_pp.cnf,instance_n8_i8_pp.cnf,parity-game,0d370d04a9d4b23f62a82c23b7beb9be,1,21640,255871,0,36552,125040,88007,7,1,1,0,7
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,mod,0d50014415a697c0ee7e2c67c987b500,1,311,2216,0,0,0,2216,91,59,1,0,91
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/satelite/simon03:sat02:w08_14.used-as.sat04-359.cnf,simon03:sat02:w08_14.used-as.sat04-359.cnf,simon,0d532fa0a3af305608ad775232590501,1,120367,425316,35,344201,38398,42682,337,2,0,0,729
2018,2018/all/Heule/CNP-5-500.cnf,CNP-5-500.cnf,cnp,0d81cd72ac60d37b2ec1a37b883990f1,1,25585,196491,4,191370,0,5117,1,40,1,0,5117
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_7_3_6_fbc.cnf,em_7_3_6_fbc.cnf,edgematching,0d842dabe9c6c8be4b2c1160578a7c22,1,1473,19063,0,9881,6674,2158,10,99,0,0,325
2013,2013/app/SC13_submissions/soos--grainofsalt/hitag2-exptime9600/hitag2-7-60-0-0x39ff85d4ef127de-52.cnf,hitag2-7-60-0-0x39ff85d4ef127de-52.cnf,hitag,0d89eced4fcac720430d1f4de9fda14d,1,2273,29849,67,4336,652,24794,66,3,1,0,1
2014,2014/hard/sc14-crafted/SAT_instance_N=69.cnf,SAT_instance_N=69.cnf,unknown,0d8fadf5a150bcaa9f61ae32389871b5,1,38504,128440,612,48246,79582,0,0,0,1,0,0
2018,2018/all/Devriendt/queen12_12.col.12.cnf,queen12_12.col.12.cnf,queen,0d925847f0bd92d94fe5fcef5f434771,1,1584,57256,0,28556,0,144,12,100,1,0,21
2017,2017/all/NoLimits/mp1-bsat210-739.cnf,mp1-bsat210-739.cnf,unknown,0da07e0778faf2133a6c09f1a38f9530,1,210,739,0,0,739,0,0,0,1,0,0
2016,2016/app/NoLimits/mp1-bsat210-739.cnf,mp1-bsat210-739.cnf,unknown,0da07e0778faf2133a6c09f1a38f9530,1,210,739,0,0,739,0,0,0,1,0,0
2018,2018/all/Ofer/course_flat_0.12_2018_3.cnf,course_flat_0.12_2018_3.cnf,unknown,0e11e11790b58954737d3dd8d239f018,1,2268069,3474286,100688,2389161,886645,45188,-1,-1,-1,-1,-1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,ezfact64_6.sat05-453.reshuffled-07.cnf,unknown,0e1669495b7578db64545ceac2d1a3d0,1,3073,19785,65,0,4344,15376,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/rphp5_080_shuffled.cnf,rphp5_080_shuffled.cnf,rphp,0e20ae5bd1380c0aa195a06e473c23f4,1,800,13925,0,1200,0,12725,84,100,0,0,3
